WORD	ORIG	RATIO=B2/SUM(B:B)*11451419
釀製	48	18
鷹架	48	18
觀瞻	48	18
驢子	48	18
三千人	48	18
三星期	48	18
下課後	48	18
也不在	48	18
女性化	48	18
小星星	48	18
不出去	48	18
中國畫	48	18
中餐廳	48	18
分類學	48	18
包含着	48	18
外野手	48	18
平裝本	48	18
因此會	48	18
好天氣	48	18
血友病	48	18
卵磷脂	48	18
局部性	48	18
我過去	48	18
李國鼎	48	18
坦白說	48	18
往前走	48	18
爬起來	48	18
虎頭埤	48	18
南一中	48	18
屋子裏	48	18
美容師	48	18
哥德式	48	18
浮水印	48	18
貢獻者	48	18
退一步	48	18
送風機	48	18
高壓電	48	18
國教司	48	18
排水量	48	18
條件式	48	18
第二回	48	18
這會兒	48	18
傑克森	48	18
傑克遜	48	18
喫不完	48	18
喫不消	48	18
單純化	48	18
景泰藍	48	18
發射台	48	18
紫羅蘭	48	18
評評理	48	18
黃綠色	48	18
道德上	48	18
僞君子	48	18
算起來	48	18
管風琴	48	18
膀胱炎	48	18
德布西	48	18
蝙蝠洞	48	18
凝聚力	48	18
壓迫感	48	18
營養品	48	18
關節痛	48	18
顯露出	48	18
一勞永逸	48	18
十六進位	48	18
不足爲奇	48	18
化學肥料	48	18
心靈深處	48	18
付諸行動	48	18
生命現象	48	18
有絲分裂	48	18
有機肥料	48	18
自然現象	48	18
即期支票	48	18
身不由己	48	18
來路不明	48	18
咕嚕咕嚕	48	18
所作所爲	48	18
東歐國家	48	18
社會活動	48	18
迎面而來	48	18
青島東路	48	18
南迴鐵路	48	18
恰到好處	48	18
扁桃腺炎	48	18
按部就班	48	18
限量供應	48	18
風聲鶴唳	48	18
消化不良	48	18
草本植物	48	18
高雄海專	48	18
商品價格	48	18
堅固耐用	48	18
密密麻麻	48	18
統籌規劃	48	18
就事論事	48	18
評議委員	48	18
精神狀態	48	18
聚合反應	48	18
蔘差不齊	48	18
獨樹一格	48	18
臉色蒼白	48	18
蘇門答臘	48	18
讀者文摘	48	18
阿爾卑斯山	48	18
軟式磁碟機	48	18
電解電容器	48	18
濾過性病毒	48	18
一多	47	17
一系	47	17
一數	47	17
九晚	47	17
力度	47	17
三輪	47	17
上元	47	17
上自	47	17
上原	47	17
大改	47	17
大要	47	17
子音	47	17
小巷	47	17
山系	47	17
己任	47	17
不移	47	17
互指	47	17
公制	47	17
分齡	47	17
切碎	47	17
戶長	47	17
日校	47	17
水泵	47	17
水塘	47	17
牙痛	47	17
王后	47	17
世宗	47	17
出好	47	17
加於	47	17
包住	47	17
卡榫	47	17
只打	47	17
台玻	47	17
台燈	47	17
右翼	47	17
打混	47	17
未央	47	17
末了	47	17
末泥	47	17
本主	47	17
本題	47	17
永世	47	17
申論	47	17
仿單	47	17
光用	47	17
全副	47	17
共軛	47	17
各行	47	17
各廳	47	17
合爲	47	17
合演	47	17
吊裝	47	17
回過	47	17
回護	47	17
地力	47	17
多心	47	17
多去	47	17
好球	47	17
好險	47	17
如雨	47	17
安頓	47	17
曲譜	47	17
汗腺	47	17
污物	47	17
老母	47	17
自住	47	17
自個	47	17
自解	47	17
呈送	47	17
困頓	47	17
坐牢	47	17
戒毒	47	17
把持	47	17
改到	47	17
改道	47	17
杜塞	47	17
步履	47	17
沈迷	47	17
沒救	47	17
貝勒	47	17
事跡	47	17
制圖	47	17
取笑	47	17
周四	47	17
和協	47	17
季度	47	17
孤島	47	17
定罪	47	17
幸虧	47	17
昂首	47	17
服氣	47	17
油水	47	17
法典	47	17
直觀	47	17
知府	47	17
芥菜	47	17
迎着	47	17
長形	47	17
門路	47	17
非特	47	17
俊美	47	17
威名	47	17
孩兒	47	17
待優	47	17
很對	47	17
指日	47	17
活存	47	17
相爭	47	17
相剋	47	17
背脊	47	17
英華	47	17
負重	47	17
重設	47	17
面見	47	17
音程	47	17
風洞	47	17
首輪	47	17
俱備	47	17
悟解	47	17
扇子	47	17
挽留	47	17
桌巾	47	17
氧基	47	17
浸在	47	17
粉粒	47	17
紊流	47	17
航天	47	17
起毛	47	17
迴流	47	17
追念	47	17
追討	47	17
高歌	47	17
鬼話	47	17
假面	47	17
商榷	47	17
堂奧	47	17
寄去	47	17
帷幕	47	17
常理	47	17
常須	47	17
探病	47	17
接生	47	17
敗在	47	17
桶裝	47	17
殺戒	47	17
涼涼	47	17
淫蕩	47	17
混和	47	17
牽絆	47	17
球莖	47	17
眼力	47	17
累加	47	17
絃樂	47	17
責人	47	17
這方	47	17
通令	47	17
造反	47	17
都懂	47	17
喘氣	47	17
單薄	47	17
揭穿	47	17
棉質	47	17
欺壓	47	17
焚風	47	17
無分	47	17
無物	47	17
牌位	47	17
發狂	47	17
短視	47	17
結出	47	17
菸鹼	47	17
萌生	47	17
裁紙	47	17
詐財	47	17
買斷	47	17
逸民	47	17
郵費	47	17
雅音	47	17
集權	47	17
黑豆	47	17
亂講	47	17
傲氣	47	17
勤快	47	17
嗨嗨	47	17
塞入	47	17
微塵	47	17
愛妻	47	17
暖流	47	17
會唱	47	17
會理	47	17
極微	47	17
聖火	47	17
腰圍	47	17
腳尖	47	17
落點	47	17
蛺蝶	47	17
詫異	47	17
路經	47	17
逼使	47	17
過河	47	17
墊款	47	17
嫣然	47	17
對光	47	17
撇清	47	17
滿期	47	17
漏報	47	17
管管	47	17
緊身	47	17
裨益	47	17
遠足	47	17
遠到	47	17
撥開	47	17
數來	47	17
標出	47	17
獎杯	47	17
締盟	47	17
衝勁	47	17
複寫	47	17
請出	47	17
賢人	47	17
賭徒	47	17
踏步	47	17
躺下	47	17
鄰家	47	17
整場	47	17
橫隔	47	17
激怒	47	17
濁流	47	17
獨子	47	17
積累	47	17
篤行	47	17
醒着	47	17
鋼纜	47	17
頻仍	47	17
擊落	47	17
瞧了	47	17
糟了	47	17
縱身	47	17
擺置	47	17
斷乳	47	17
歸去	47	17
歸向	47	17
繡花	47	17
舊稱	47	17
藏寶	47	17
轉來	47	17
轉調	47	17
轉賣	47	17
鎮痛	47	17
闖出	47	17
轎子	47	17
鬍鬚	47	17
懸空	47	17
蘇打	47	17
黨史	47	17
躍進	47	17
權衡	47	17
一席話	47	17
三百人	47	17
上軌道	47	17
大溪地	47	17
小白鼠	47	17
不太會	47	17
五萬人	47	17
公民權	47	17
天狼星	47	17
主客觀	47	17
凸輪軸	47	17
包青天	47	17
卡路里	47	17
去年度	47	17
打瞌睡	47	17
未成熟	47	17
犯罪者	47	17
申報人	47	17
安徽省	47	17
百忙中	47	17
色彩學	47	17
批判性	47	17
見證人	47	17
果真是	47	17
保安林	47	17
挑戰者	47	17
看不慣	47	17
看熱鬧	47	17
計劃案	47	17
飛行船	47	17
飛行器	47	17
書架上	47	17
寄出去	47	17
設計家	47	17
貨運量	47	17
幾小時	47	17
氯化氫	47	17
渥太華	47	17
等高線	47	17
超音速	47	17
黑社會	47	17
塑造成	47	17
溶解性	47	17
說說看	47	17
樣品屋	47	17
蔣中正	47	17
衝鋒槍	47	17
凝血劑	47	17
擂台賽	47	17
輻射量	47	17
臨界點	47	17
羅馬人	47	17
一枝獨秀	47	17
人口增加	47	17
千方百計	47	17
大大小小	47	17
工商業界	47	17
不成問題	47	17
不法行爲	47	17
不眠不休	47	17
中央集權	47	17
公共事業	47	17
公告地價	47	17
少之又少	47	17
心知肚明	47	17
比照辦理	47	17
水漲船高	47	17
台大學生	47	17
四海一家	47	17
民族西路	47	17
生生世世	47	17
利用價值	47	17
坎城影展	47	17
供水系統	47	17
表面張力	47	17
青梅竹馬	47	17
保稅倉庫	47	17
宣誓就職	47	17
家庭作業	47	17
家喻戶曉	47	17
朗讀比賽	47	17
高速行駛	47	17
國際文教	47	17
得來不易	47	17
欲購從速	47	17
貪贓枉法	47	17
部會首長	47	17
鳥語花香	47	17
提起公訴	47	17
無緣無故	47	17
發自內心	47	17
慈善機構	47	17
萬不得已	47	17
資產階級	47	17
兢兢業業	47	17
親眼看到	47	17
檢查人員	47	17
薪火相傳	47	17
螺旋桿菌	47	17
雙重標準	47	17
議論紛紛	47	17
顯現出來	47	17
一個接一個	47	17
批判性思考	47	17
問卷調查表	47	17
最惠國待遇	47	17
農業職業學校	47	17
一民	46	17
一臺	46	17
一鄰	46	17
七部	46	17
了悟	46	17
入超	46	17
八關	46	17
十層	46	17
三頭	46	17
下壓	46	17
凡與	46	17
千赫	46	17
大油	46	17
小字	46	17
小部	46	17
不意	46	17
不敬	46	17
五堵	46	17
今朝	46	17
元本	46	17
內訌	46	17
內鬥	46	17
分秒	46	17
厄運	46	17
太康	46	17
幻夢	46	17
心身	46	17
戶內	46	17
文魁	46	17
月食	46	17
外耳	46	17
外景	46	17
失血	46	17
左傳	46	17
未還	46	17
本溪	46	17
玉珮	46	17
甘霖	46	17
生靈	46	17
白布	46	17
交件	46	17
休耕	46	17
先住	46	17
光有	46	17
光敏	46	17
光着	46	17
光會	46	17
光耀	46	17
全形	46	17
各半	46	17
好向	46	17
好來	46	17
安陽	46	17
早以	46	17
有閒	46	17
死死	46	17
汝等	46	17
污濁	46	17
灰黑	46	17
牟利	46	17
百戰	46	17
自訴	46	17
色料	46	17
低分	46	17
作罷	46	17
別管	46	17
利誘	46	17
困窘	46	17
完稅	46	17
巡查	46	17
改行	46	17
每段	46	17
沒打	46	17
沖擊	46	17
私心	46	17
函寄	46	17
取悅	46	17
周長	46	17
呼嘯	46	17
和田	46	17
官校	46	17
官職	46	17
宜縣	46	17
怪事	46	17
拋下	46	17
明證	46	17
易讀	46	17
東進	46	17
果斷	46	17
社友	46	17
花信	46	17
表弟	46	17
金子	46	17
金邊	46	17
長孫	46	17
長泰	46	17
非覈	46	17
冒雨	46	17
冒煙	46	17
咸陽	46	17
城池	46	17
城西	46	17
巷弄	46	17
建好	46	17
建樹	46	17
思議	46	17
施主	46	17
洗腳	46	17
狡猾	46	17
甚且	46	17
砂紙	46	17
突兀	46	17
美南	46	17
胡同	46	17
苗族	46	17
負傷	46	17
重油	46	17
飛在	46	17
飛雪	46	17
飛馳	46	17
飛盤	46	17
兼修	46	17
哪怕	46	17
哭訴	46	17
恩德	46	17
捉住	46	17
晉見	46	17
浮沉	46	17
浴巾	46	17
海葵	46	17
爹地	46	17
病名	46	17
症候	46	17
真意	46	17
砲艇	46	17
缺考	46	17
能讀	46	17
豹子	46	17
退到	46	17
逃家	46	17
逃漏	46	17
偏激	46	17
國本	46	17
堵住	46	17
帶人	46	17
彩排	46	17
情敵	46	17
探員	46	17
推入	46	17
敏慧	46	17
梯子	46	17
殺氣	46	17
淺薄	46	17
烹煮	46	17
甜頭	46	17
眼袋	46	17
眼影	46	17
祥瑞	46	17
統御	46	17
羞恥	46	17
羞愧	46	17
荷葉	46	17
都上	46	17
野兔	46	17
閉路	46	17
陰戶	46	17
麥片	46	17
報館	46	17
惠鑒	46	17
揚程	46	17
揣摩	46	17
替身	46	17
測候	46	17
游水	46	17
游移	46	17
筆筒	46	17
筆譯	46	17
萌發	46	17
虛榮	46	17
開給	46	17
飯糰	46	17
傳信	46	17
傷悲	46	17
填詞	46	17
幹員	46	17
想通	46	17
愚人	46	17
搶得	46	17
楓港	46	17
楷書	46	17
溶氧	46	17
窠臼	46	17
聖城	46	17
聖教	46	17
落單	46	17
裝蒜	46	17
該縣	46	17
違犯	46	17
電鍋	46	17
像樣	46	17
截然	46	17
摔倒	46	17
撤職	46	17
漏油	46	17
睡過	46	17
種因	46	17
端上	46	17
端着	46	17
精研	46	17
綠蔭	46	17
蒐羅	46	17
遠行	46	17
遠志	46	17
遠道	46	17
酸度	46	17
隙縫	46	17
劍氣	46	17
墜子	46	17
嬌小	46	17
撫順	46	17
標定	46	17
罵到	46	17
衛隊	46	17
調教	46	17
調價	46	17
請去	46	17
輪轉	46	17
遭致	46	17
養雞	46	17
整容	46	17
整除	46	17
整隻	46	17
機架	46	17
盧梭	46	17
蕩漾	46	17
蕭薔	46	17
親筆	46	17
遲了	46	17
錢莊	46	17
頭疼	46	17
鴨蛋	46	17
龍宮	46	17
壓回	46	17
壓軸	46	17
應戰	46	17
殭屍	46	17
蟋蟀	46	17
還早	46	17
醜惡	46	17
隱蔽	46	17
點着	46	17
舊車	46	17
藍綠	46	17
豐美	46	17
鬆緊	46	17
獻花	46	17
艦上	46	17
護罩	46	17
躊躇	46	17
轟出	46	17
纔上	46	17
驪歌	46	17
一小塊	46	17
下意識	46	17
大黃蜂	46	17
女同志	46	17
工業部	46	17
不隨意	46	17
內在美	46	17
比過去	46	17
代用品	46	17
出席率	46	17
半月刊	46	17
可塑性	46	17
平方根	46	17
民主國	46	17
各省市	46	17
安養院	46	17
百貨店	46	17
自稱爲	46	17
冷卻器	46	17
別傻了	46	17
利物浦	46	17
批評家	46	17
亞洲人	46	17
例如說	46	17
具體化	46	17
拉拉山	46	17
放進去	46	17
社子島	46	17
花蓮人	46	17
後天性	46	17
後花園	46	17
查號台	46	17
流行歌	46	17
茉莉花	46	17
計劃性	46	17
剛剛在	46	17
氧化鋅	46	17
神經質	46	17
勘誤表	46	17
救世主	46	17
現行犯	46	17
眼角膜	46	17
硫化氫	46	17
無國籍	46	17
猶太教	46	17
發牢騷	46	17
腎小管	46	17
舒張壓	46	17
微結構	46	17
楞嚴經	46	17
照理說	46	17
解像度	46	17
對流層	46	17
撞球場	46	17
數理化	46	17
模擬考	46	17
龍舌蘭	46	17
禮品店	46	17
禮拜天	46	17
醫師法	46	17
闖紅燈	46	17
覈反應	46	17
類似於	46	17
矗立在	46	17
一網打盡	46	17
一頭霧水	46	17
大慈大悲	46	17
不知去向	46	17
少年法庭	46	17
日積月累	46	17
功德無量	46	17
北回歸線	46	17
北愛爾蘭	46	17
生產能力	46	17
甲午戰爭	46	17
有聲有色	46	17
自我中心	46	17
言詞辯論	46	17
和平國小	46	17
奄奄一息	46	17
始作俑者	46	17
幸福戲院	46	17
便民措施	46	17
研發部門	46	17
風花雪月	46	17
浪漫主義	46	17
高高在上	46	17
高階語言	46	17
異口同聲	46	17
終極目標	46	17
喜瑪拉雅	46	17
無家可歸	46	17
絕對多數	46	17
微乎其微	46	17
敬業精神	46	17
過渡時期	46	17
蒙娜麗莎	46	17
遠近馳名	46	17
增廣見聞	46	17
隨時歡迎	46	17
里約熱內盧	46	17
鬆了一口氣	46	17
覈能發電廠	46	17
奧林匹克運動會	46	17
一檔	45	16
一聯	45	16
入世	45	16
刀柄	45	16
三公	45	16
三樣	45	16
三戰	45	16
口舌	45	16
口訣	45	16
大潮	45	16
小艇	45	16
不俗	45	16
不修	45	16
中流	45	16
五支	45	16
五科	45	16
仁心	45	16
分文	45	16
化生	45	16
化膿	45	16
升官	45	16
反派	45	16
天球	45	16
天寶	45	16
太近	45	16
引燃	45	16
心肝	45	16
毛毯	45	16
片長	45	16
他請	45	16
古來	45	16
只作	45	16
只將	45	16
可點	45	16
左翼	45	16
巧手	45	16
平房	45	16
打賭	45	16
打翻	45	16
未可	45	16
用場	45	16
用舊	45	16
乩童	45	16
交還	45	16
企求	45	16
兇猛	45	16
各以	45	16
同校	45	16
同體	45	16
回航	45	16
多難	45	16
好生	45	16
年光	45	16
年輪	45	16
曲柄	45	16
死命	45	16
吵着	45	16
吹拂	45	16
坐禪	45	16
形似	45	16
快攻	45	16
我哥	45	16
把個	45	16
投考	45	16
改掉	45	16
步法	45	16
沈着	45	16
沈溺	45	16
沈靜	45	16
牢固	45	16
系務	45	16
系譜	45	16
並當	45	16
亞麻	45	16
併排	45	16
兩起	45	16
和豐	45	16
奇跡	45	16
岳飛	45	16
放個	45	16
明目	45	16
東面	45	16
林蔭	45	16
法外	45	16
炒熱	45	16
芭蕉	45	16
封套	45	16
封號	45	16
封緘	45	16
後腳	45	16
恰似	45	16
政通	45	16
架次	45	16
查表	45	16
洋服	45	16
省省	45	16
看望	45	16
砍樹	45	16
美分	45	16
胡子	45	16
苟同	45	16
計謀	45	16
重提	45	16
重聽	45	16
面皮	45	16
面盆	45	16
唉唉	45	16
恭迎	45	16
振聲	45	16
書城	45	16
校準	45	16
特等	45	16
病狀	45	16
真對	45	16
神器	45	16
站好	45	16
粉劑	45	16
純美	45	16
臭氣	45	16
討伐	45	16
財寶	45	16
退色	45	16
退錢	45	16
送風	45	16
馬頭	45	16
高宗	45	16
兜風	45	16
動筆	45	16
婚嫁	45	16
寄主	45	16
張騫	45	16
御用	45	16
排排	45	16
推着	45	16
教給	45	16
涼了	45	16
淺藍	45	16
牽強	45	16
牽線	45	16
甜酒	45	16
異人	45	16
脫口	45	16
船運	45	16
莞爾	45	16
軟水	45	16
部委	45	16
野牛	45	16
單憑	45	16
圍剿	45	16
報喜	45	16
寒帶	45	16
就養	45	16
幾封	45	16
惠州	45	16
惠陽	45	16
惠顧	45	16
揉合	45	16
揚威	45	16
景深	45	16
景像	45	16
朝天	45	16
殘殺	45	16
無光	45	16
然則	45	16
畫紙	45	16
短跑	45	16
肅穆	45	16
脹氣	45	16
視頻	45	16
賀年	45	16
進城	45	16
勤練	45	16
嗓子	45	16
塗在	45	16
惹來	45	16
感於	45	16
新造	45	16
會陰	45	16
楔子	45	16
溼透	45	16
煙花	45	16
碎紙	45	16
經論	45	16
置信	45	16
補數	45	16
詭計	45	16
跟了	45	16
過道	45	16
酬謝	45	16
零散	45	16
電爐	45	16
鼓起	45	16
嘔心	45	16
嫖妓	45	16
實作	45	16
實做	45	16
演活	45	16
稱王	45	16
聚衆	45	16
誓師	45	16
說白	45	16
賓果	45	16
趕忙	45	16
領兵	45	16
墨綠	45	16
寫書	45	16
徵象	45	16
撰擬	45	16
數數	45	16
樂師	45	16
標目	45	16
穀倉	45	16
線道	45	16
編隊	45	16
蔘拜	45	16
質素	45	16
質樸	45	16
踢出	45	16
輪班	45	16
銲錫	45	16
銷過	45	16
霉菌	45	16
鞋帶	45	16
餘數	45	16
駐警	45	16
撿起	45	16
橫斷	45	16
燒杯	45	16
磨成	45	16
糖醋	45	16
靜力	45	16
戲份	45	16
繁茂	45	16
薄利	45	16
講法	45	16
謝世	45	16
邁可	45	16
邁克	45	16
還提	45	16
醜醜	45	16
隱者	45	16
隸書	45	16
鴻圖	45	16
歸隊	45	16
翻過	45	16
藍藻	45	16
蟲蝕	45	16
鬆口	45	16
壞蛋	45	16
懷德	45	16
邊上	45	16
麗水	45	16
警總	45	16
辯駁	45	16
鐵釘	45	16
鐵馬	45	16
鐵桶	45	16
露水	45	16
體裁	45	16
觀海	45	16
二甲苯	45	16
八掌溪	45	16
十七人	45	16
十六人	45	16
大拜拜	45	16
大師級	45	16
大筆的	45	16
小夜曲	45	16
小教師	45	16
工作服	45	16
中港溪	45	16
中間體	45	16
五大洲	45	16
內蒙古	45	16
引擎蓋	45	16
手牽手	45	16
方向舵	45	16
兄弟們	45	16
加把勁	45	16
只好在	45	16
失樂園	45	16
印尼人	45	16
伯利恆	45	16
佔優勢	45	16
告示板	45	16
快進來	45	16
那種人	45	16
委任書	45	16
官能症	45	16
店小二	45	16
明白人	45	16
松花江	45	16
果汁機	45	16
俗話說	45	16
政治局	45	16
看不過	45	16
約束力	45	16
英雄館	45	16
迪斯耐	45	16
修繕費	45	16
哪種人	45	16
根據地	45	16
真正是	45	16
粉碎機	45	16
航空法	45	16
討論到	45	16
骨子裏	45	16
假如是	45	16
專修班	45	16
梭子蟹	45	16
氫原子	45	16
清道夫	45	16
理學士	45	16
竟然會	45	16
第八名	45	16
細胞質	45	16
創紀錄	45	16
氯化鈉	45	16
測量學	45	16
無記名	45	16
開口說	45	16
集散站	45	16
感冒藥	45	16
新中國	45	16
新紀錄	45	16
遊戲場	45	16
電料行	45	16
演藝界	45	16
監測器	45	16
碳酸鹽	45	16
蔣總統	45	16
選修課	45	16
鋸齒狀	45	16
營養鹽	45	16
還算是	45	16
醜小鴨	45	16
韓非子	45	16
韓德爾	45	16
醫療費	45	16
藝術化	45	16
犧牲者	45	16
聽得到	45	16
一清二楚	45	16
人心惶惶	45	16
人道主義	45	16
凡此種種	45	16
大勢所趨	45	16
大駕光臨	45	16
大興土木	45	16
工商社會	45	16
井然有序	45	16
公益事業	45	16
分子結構	45	16
升學考試	45	16
天災人禍	45	16
心理醫生	45	16
水上運動	45	16
功成身退	45	16
司法程序	45	16
生老病死	45	16
生意興隆	45	16
皮下組織	45	16
光明正大	45	16
全班同學	45	16
安身立命	45	16
免稅商店	45	16
狂風暴雨	45	16
男女雙方	45	16
男生宿舍	45	16
奇奇怪怪	45	16
宗教改革	45	16
明白了當	45	16
花草樹木	45	16
胡言亂語	45	16
音樂演奏	45	16
差強人意	45	16
堅持到底	45	16
教學相長	45	16
現況報導	45	16
造福人羣	45	16
敦親睦鄰	45	16
最好的是	45	16
減數分裂	45	16
渡過難關	45	16
無言以對	45	16
無所遁形	45	16
無線電臺	45	16
開源節流	45	16
黃金時代	45	16
罪魁禍首	45	16
解決困難	45	16
說來聽聽	45	16
遠東圖書	45	16
廣結良緣	45	16
廣結善緣	45	16
學習心得	45	16
龍的傳人	45	16
擦肩而過	45	16
嚴格說來	45	16
文化大革命	45	16
廬山真面目	45	16
南無阿彌陀佛	45	16
一棒	44	16
一壘	44	16
九江	44	16
二棟	44	16
二劃	44	16
二壘	44	16
入射	44	16
入聲	44	16
下毒	44	16
亡故	44	16
口渴	44	16
大店	44	16
小圓	44	16
小廠	44	16
五子	44	16
五份	44	16
內勤	44	16
尤物	44	16
引火	44	16
心口	44	16
心軸	44	16
手筆	44	16
月兒	44	16
月桂	44	16
木花	44	16
水門	44	16
水廠	44	16
火中	44	16
他出	44	16
出到	44	16
北迴	44	16
史籍	44	16
司儀	44	16
四口	44	16
外行	44	16
巨靈	44	16
打仗	44	16
打底	44	16
未決	44	16
正途	44	16
生母	44	16
用情	44	16
白底	44	16
白帶	44	16
交回	44	16
交點	44	16
光氣	44	16
全倒	44	16
危難	44	16
各各	44	16
合身	44	16
多選	44	16
字帖	44	16
安眠	44	16
年假	44	16
式子	44	16
成千	44	16
早到	44	16
死球	44	16
老道	44	16
肉麻	44	16
肉瘤	44	16
至死	44	16
色盲	44	16
色弱	44	16
伯利	44	16
利國	44	16
吹出	44	16
坍塌	44	16
扯上	44	16
更衣	44	16
更得	44	16
每分	44	16
沒回	44	16
沒接	44	16
皁洗	44	16
系花	44	16
罕有	44	16
角球	44	16
谷川	44	16
豆芽	44	16
那輛	44	16
並回	44	16
取決	44	16
周旋	44	16
和服	44	16
孟買	44	16
居心	44	16
底子	44	16
府中	44	16
忠順	44	16
抵消	44	16
明主	44	16
林海	44	16
武藝	44	16
河裏	44	16
炙熱	44	16
爬起	44	16
爬蟲	44	16
爭鬥	44	16
玩牌	44	16
花鼓	44	16
金相	44	16
長女	44	16
長着	44	16
阿花	44	16
青棒	44	16
前作	44	16
前額	44	16
南中	44	16
咬牙	44	16
屋脊	44	16
度角	44	16
柿子	44	16
洋流	44	16
洗劫	44	16
洗腦	44	16
流離	44	16
相與	44	16
美善	44	16
耐壓	44	16
耶魯	44	16
胃病	44	16
背對	44	16
胡說	44	16
英法	44	16
茅屋	44	16
訂期	44	16
風動	44	16
修成	44	16
借方	44	16
哪輛	44	16
差動	44	16
師承	44	16
挺好	44	16
料中	44	16
桎梏	44	16
氦氣	44	16
浮標	44	16
班子	44	16
真我	44	16
祝壽	44	16
紙夾	44	16
耆老	44	16
草蓆	44	16
豈有	44	16
酒瓶	44	16
高產	44	16
高照	44	16
側身	44	16
副食	44	16
勘災	44	16
唸着	44	16
密林	44	16
帳上	44	16
常春	44	16
張望	44	16
斬斷	44	16
晚清	44	16
望你	44	16
殺生	44	16
淚眼	44	16
球路	44	16
略略	44	16
眼窩	44	16
竟如	44	16
統制	44	16
聊到	44	16
莎翁	44	16
被子	44	16
許氏	44	16
許是	44	16
逐月	44	16
雪泥	44	16
頂層	44	16
魚尾	44	16
割讓	44	16
喊價	44	16
喪偶	44	16
喫奶	44	16
單邊	44	16
圍捕	44	16
就下	44	16
就着	44	16
幾處	44	16
悲苦	44	16
惡果	44	16
敦請	44	16
景山	44	16
景仰	44	16
無主	44	16
爲傲	44	16
畫框	44	16
登在	44	16
發單	44	16
肅清	44	16
開列	44	16
開導	44	16
飯盒	44	16
塗改	44	16
愈用	44	16
新界	44	16
準會	44	16
照考	44	16
當國	44	16
痲痹	44	16
矮小	44	16
節律	44	16
絹絲	44	16
聖歌	44	16
裝成	44	16
解渴	44	16
解藥	44	16
該員	44	16
遇險	44	16
遊魂	44	16
頌讚	44	16
對正	44	16
槍管	44	16
滿口	44	16
演過	44	16
演歌	44	16
種菜	44	16
趕去	44	16
趕場	44	16
輕率	44	16
輕傷	44	16
酸菜	44	16
鼻部	44	16
撈起	44	16
數到	44	16
數論	44	16
樂舞	44	16
熟了	44	16
熟人	44	16
熟食	44	16
緻密	44	16
膠泥	44	16
諸般	44	16
質數	44	16
鄭州	44	16
養身	44	16
鬧場	44	16
噸位	44	16
擔子	44	16
樹冠	44	16
橡樹	44	16
積存	44	16
興邦	44	16
貓王	44	16
錯落	44	16
頭套	44	16
頭骨	44	16
戲弄	44	16
檢調	44	16
磺溪	44	16
聰穎	44	16
還去	44	16
還設	44	16
擺點	44	16
歸途	44	16
濾清	44	16
鎮日	44	16
疆域	44	16
藩籬	44	16
關外	44	16
難分	44	16
嚴寒	44	16
黨工	44	16
巍峨	44	16
護坡	44	16
響聲	44	16
魔電	44	16
彎腰	44	16
灑脫	44	16
襯墊	44	16
讀數	44	16
竊賊	44	16
驚愕	44	16
鑲花	44	16
一層樓	44	16
小房間	44	16
小喇叭	44	16
工作團	44	16
不下來	44	16
不對勁	44	16
五小時	44	16
六分鐘	44	16
分散劑	44	16
化學式	44	16
心肌炎	44	16
出來時	44	16
加熱器	44	16
只聽到	44	16
可不可	44	16
外交系	44	16
失敗者	44	16
同心圓	44	16
好像會	44	16
羽球拍	44	16
行不行	44	16
行列式	44	16
冷凍機	44	16
助選員	44	16
我不在	44	16
依存度	44	16
刮鬍子	44	16
夜來香	44	16
長尾巴	44	16
青年黨	44	16
南京市	44	16
待會兒	44	16
洗碗機	44	16
流量表	44	16
秋海棠	44	16
破紀錄	44	16
記不得	44	16
陣發性	44	16
馬爾他	44	16
高粱酒	44	16
偷渡客	44	16
副團長	44	16
動手術	44	16
理想化	44	16
移轉到	44	16
第三回	44	16
這麼樣	44	16
發揮出	44	16
萊比錫	44	16
萊茵河	44	16
進步到	44	16
開刀房	44	16
煉鋼廠	44	16
補給品	44	16
試用期	44	16
躲避球	44	16
實習生	44	16
榮譽感	44	16
維持着	44	16
領悟到	44	16
蔘與感	44	16
賣東西	44	16
學習法	44	16
應該能	44	16
離子化	44	16
關帝廟	44	16
三權分立	44	16
上山下海	44	16
下落不明	44	16
口是心非	44	16
大好機會	44	16
工業部門	44	16
不過如此	44	16
不辭辛勞	44	16
公共秩序	44	16
天下沒有	44	16
天真無邪	44	16
太平天國	44	16
手忙腳亂	44	16
水上警察	44	16
出埃及記	44	16
司法院長	44	16
四捨五入	44	16
名符其實	44	16
多愁善感	44	16
果真如此	44	16
武道大會	44	16
知名人士	44	16
空軍基地	44	16
後起之秀	44	16
星期假日	44	16
映入眼簾	44	16
英漢字典	44	16
家庭計劃	44	16
展覽會場	44	16
挺身而出	44	16
訓練有素	44	16
停滯不前	44	16
國家銀行	44	16
專業公司	44	16
習以爲常	44	16
許氏鍵盤	44	16
陰錯陽差	44	16
喜馬拉雅	44	16
尋幽訪勝	44	16
無與倫比	44	16
爲所欲爲	44	16
開會時間	44	16
集團結婚	44	16
雲霄飛車	44	16
黃麴毒素	44	16
經費有限	44	16
置身事外	44	16
違反規定	44	16
數一數二	44	16
駐華大使	44	16
擄人勒贖	44	16
興致勃勃	44	16
聯歡晚會	44	16
膽大包天	44	16
簡而言之	44	16
關貿總協	44	16
難以置信	44	16
資訊研究所	44	16
一介	43	16
